Userid,Event Name,Latitude,Longitude,Tweet_Timestamp,Event_Timestamp,Hashtags,Category (for our reference),Emotion,Uncertainity,data,Location
resolvedAntelope6,European Elections,53.3498,-6.2603,10/24/2022 4:59,11/9/2022 19:34,#europ #europeans #italy #belgium #strasbourg #thefutureisyours #eusolidarity #europeansociety #epp #eppgroup #news #europarlament #slovensko #peace #europeanfashion,elections/political events,happy,0.022932,0-1-2-1-0,Dublin
chicThrush1,European Elections,53.3498,-6.2603,10/20/2022 14:40,11/17/2022 8:37,#europ #europeans #italy #brexit #ig #coronavirus #maps #bruxelles #map #ep #romania #humanrights #thistimeimvoting #belgium #strasbourg #thefutureisyours #eusolidarity #europeansociety,elections/political events,anger,0.289,0-1-1-1-0,Dublin
puzzledCrackers2,European Elections,53.3498,-6.2603,10/18/2022 22:53,11/6/2022 3:26,#news #europarlament #slovensko #peace #europeanfashion #europeancat #evropskyparlament #travel #climatechange #europeancars #europ #europeans #italy,elections/political events,disgust,0.848575,0-1-1-1-0,Dublin
puzzledCrackers2,European Elections,53.3498,-6.2603,10/19/2022 22:53,11/7/2022 3:26,#news #europarlament #slovensko #peace #europeanfashion #europeancat #evropskyparlament #travel #climatechange #europeancars #europ #europeans #italy,elections/political events,disgust,0.848575,0-1-1-3-0,Dublin
insecureDotterel1,Ireland horse riding,53.3498,-6.2603,10/20/2022 22:53,11/8/2022 3:26,#ballycastle #NorthernIreland #northcoast #visitcauseway #causewaycoast #horseriding #photography #games,Sports,happy,0.472724,0-1-1-3-0,Dublin
lyingWeaver1,Strike Finland,-43.5657,-26.4861,10/21/2022 22:53,11/9/2022 3:26,#Russia #AtrocitiesOfKremlin #War #Kremlin #Putin #closethesky,Protest,happy,0.831963,0-1-0-0-0,Helsinki
amazedThrush4,Study Abroad Webinar,17.385,78.4867,10/22/2022 22:53,11/10/2022 3:26,#SITStudyAbroad #NotYourOrdinaryStudyAbroad #ProfessionalDevelopment #abroad #study,Social Gathering,happy,0.699746,5-5-5-5-0,Hyderabad
aloofDoves4,Soccer Legion,17.385,78.4867,10/23/2022 22:53,11/11/2022 3:26,#soccer #ball #futbol #envywear,Social Gathering,happy,0.654315,5-5-5-5-0,Hyderabad
amazedThrush4,Study Abroad Webinar,17.385,78.4867,10/24/2022 22:53,11/12/2022 3:26,#SITStudyAbroad #NotYourOrdinaryStudyAbroad #ProfessionalDevelopment #abroad #study,Social Gathering,happy,0.699746,5-5-5-5-0,Hyderabad
aloofDoves4,Soccer Legion,17.385,78.4867,10/25/2022 22:53,11/13/2022 3:26,#soccer #ball #futbol #envywear,Social Gathering,happy,0.654315,5-5-5-5-0,Hyderabad
amazedThrush4,Study Abroad Webinar,17.385,78.4867,10/26/2022 22:53,11/14/2022 3:26,#SITStudyAbroad #NotYourOrdinaryStudyAbroad #ProfessionalDevelopment #abroad #study,Social Gathering,happy,0.699746,5-5-5-5-0,Hyderabad
aloofDoves4,Soccer Legion,17.385,78.4867,10/27/2022 22:53,11/15/2022 3:26,#soccer #ball #futbol #envywear,Social Gathering,happy,0.654315,5-5-5-5-0,Hyderabad
amazedThrush4,Study Abroad Webinar,17.385,78.4867,10/28/2022 22:53,11/16/2022 3:26,#SITStudyAbroad #NotYourOrdinaryStudyAbroad #ProfessionalDevelopment #abroad #study,Social Gathering,happy,0.699746,5-5-5-5-0,Hyderabad
aloofDoves4,Soccer Legion,17.385,78.4867,10/29/2022 22:53,11/17/2022 3:26,#soccer #ball #futbol #envywear,Social Gathering,happy,0.654315,5-5-5-5-0,Hyderabad
amazedThrush4,Study Abroad Webinar,17.385,78.4867,10/30/2022 22:53,11/18/2022 3:26,#SITStudyAbroad #NotYourOrdinaryStudyAbroad #ProfessionalDevelopment #abroad #study,Social Gathering,happy,0.699746,5-5-5-5-0,Hyderabad
aloofDoves4,Soccer Legion,17.385,78.4867,10/31/2022 22:53,11/19/2022 3:26,#soccer #ball #futbol #envywear,Social Gathering,happy,0.654315,5-5-5-5-0,Hyderabad
amazedThrush4,Study Abroad Webinar,17.385,78.4867,11/1/2022 22:53,11/20/2022 3:26,#SITStudyAbroad #NotYourOrdinaryStudyAbroad #ProfessionalDevelopment #abroad #study,Social Gathering,happy,0.699746,5-5-5-5-0,Hyderabad
aloofDoves4,Soccer Legion,17.385,78.4867,11/2/2022 22:53,11/21/2022 3:26,#soccer #ball #futbol #envywear,Social Gathering,happy,0.654315,5-5-5-5-0,Hyderabad
aloofDoves4,Soccer Legion,17.385,78.4867,11/3/2022 22:53,11/22/2022 3:26,#soccer #ball #futbol #envywear,Social Gathering,happy,0.654315,5-5-5-5-0,Hyderabad
aloofDoves4,Soccer Legion,17.385,78.4867,11/4/2022 22:53,11/23/2022 3:26,#soccer #ball #futbol #envywear,Social Gathering,happy,0.654315,5-5-5-5-0,Hyderabad
aloofDoves4,Soccer Legion,17.385,78.4867,11/5/2022 22:53,11/24/2022 3:26,#soccer #ball #futbol #envywear,Social Gathering,happy,0.654315,5-5-5-5-0,Hyderabad
aloofDoves4,Soccer Legion,17.385,78.4867,11/6/2022 22:53,11/25/2022 3:26,#soccer #ball #futbol #envywear,Social Gathering,happy,0.654315,5-5-5-5-0,Hyderabad
aloofDoves4,Soccer Legion,17.385,78.4867,11/7/2022 22:53,11/26/2022 3:26,#soccer #ball #futbol #envywear,Social Gathering,happy,0.654315,5-5-5-5-0,Hyderabad
aloofDoves4,Soccer Legion,17.385,78.4867,11/8/2022 22:53,11/27/2022 3:26,#soccer #ball #futbol #envywear,Social Gathering,happy,0.654315,5-5-5-5-0,Hyderabad
aloofDoves4,Soccer Legion,17.385,78.4867,11/9/2022 22:53,11/28/2022 3:26,#soccer #ball #futbol #envywear,Social Gathering,happy,0.654315,5-5-5-5-0,Hyderabad
aloofDoves4,Soccer Legion,17.385,78.4867,11/10/2022 22:53,11/29/2022 3:26,#soccer #ball #futbol #envywear,Social Gathering,happy,0.654315,5-5-5-5-0,Hyderabad
amusedStork8,Jammu Traffic,-75.9836,-135.283,10/22/2022 7:02,10/28/2022 6:49,#NH44 #update : #heavy #Traffic #jam on #jammu -#Srinagar,Traffic,anger,0.199719,0-0-3-0-4,Jammu
insecureRat7,World War 3 memorial meet,50.4501,30.5234,10/21/2022 18:16,10/26/2022 20:20,#Dailyfluffs #WWIII #Dogs #Ducks #War #Victory #Peace,Meet,happy,0.25388,0-1-3-2-0,kyiv
jealousPolenta0,Ukrain bombed,50.4501,30.5234,10/20/2022 10:27,11/14/2022 15:38,#war #UkraineRussianWar #ukraine #Kyiv #putin #PutinIsaWarCriminal #PutinWarCrimes #ukrainewar #ukrainewarvideos #constantcontent,Protest,disgust,0.891781,0-1-3-2-0,kyiv
empathicFalcon3,WAR campaign,50.4501,30.5234,10/21/2022 8:45,10/31/2022 7:14,#VietnamWar #war #home #family,Meet,anger,0.683228,1-0-0-2-0,kyiv
thrilledEland2,WAR campaign,50.4501,30.5234,10/20/2022 11:18,11/13/2022 6:32,#UNHumanRights #ICHREE #UN #USAID #war,Meet,anger,0.25682,1-2-3-0-0,kyiv
soreViper3,CES (Consumer Electronics Show),36.1716,-115.139,10/21/2022 11:18,11/14/2022 6:32,#drais #xs #hiphop #vegasbachelorettes #lasvegasstrip #omnia #top #treasures #scores #spearmintrhino #bottleservice #sapphiregentlemensclub #tech #ces #vegas #ch #free #vegasbound,Meet,happy,0.091123,0-2-3-1-0,Las Vegas
cynicalHyena7,CES (Consumer Electronics Show),36.1716,-115.139,10/22/2022 11:18,11/15/2022 6:32,#tech #hiphop #vegasbachelorettes #nazionalit #gufo #ilbuonfabio #business #canedrocato #sema #seriea #omnia #top #treasures #scores,Meet,happy,0.442379,0-2-3-1-0,Las Vegas
soreViper3,CES (Consumer Electronics Show),36.1716,-115.139,10/23/2022 11:18,11/16/2022 6:32,#drais #xs #hiphop #vegasbachelorettes #lasvegasstrip #omnia #top #treasures #scores #spearmintrhino #bottleservice #sapphiregentlemensclub #tech #ces #vegas #ch #free #vegasbound,Meet,happy,0.091123,0-2-3-1-0,Las Vegas
cynicalHyena7,CES (Consumer Electronics Show),36.1716,-115.139,10/24/2022 11:18,11/17/2022 6:32,#tech #hiphop #vegasbachelorettes #nazionalit #gufo #ilbuonfabio #business #canedrocato #sema #seriea #omnia #top #treasures #scores,Meet,happy,0.442379,0-2-3-1-0,Las Vegas
soreViper3,CES (Consumer Electronics Show),36.1716,-115.139,10/25/2022 11:18,11/18/2022 6:32,#drais #xs #hiphop #vegasbachelorettes #lasvegasstrip #omnia #top #treasures #scores #spearmintrhino #bottleservice #sapphiregentlemensclub #tech #ces #vegas #ch #free #vegasbound,Meet,happy,0.091123,0-2-3-1-0,Las Vegas
cynicalHyena7,CES (Consumer Electronics Show),36.1716,-115.139,10/26/2022 11:18,11/19/2022 6:32,#tech #hiphop #vegasbachelorettes #nazionalit #gufo #ilbuonfabio #business #canedrocato #sema #seriea #omnia #top #treasures #scores,Meet,happy,0.442379,0-2-3-1-0,Las Vegas
ardentPolenta8,Football Match,38.7223,-9.1393,10/27/2022 11:18,11/20/2022 6:32,#PARJUV | #UCL #PSGvsJuventus #PSGJUV #Juventus #ChampionsLeague,Sports,happy,0.698627,0-1-1-1-0,Lisbon
ardentPolenta8,Football Match,38.7223,-9.1393,10/28/2022 11:18,11/21/2022 6:32,#PARJUV | #UCL #PSGvsJuventus #PSGJUV #Juventus #ChampionsLeague,Sports,happy,0.698627,0-1-1-1-0,Lisbon
ardentPolenta8,Football Match,38.7223,-9.1393,10/29/2022 11:18,11/22/2022 6:32,#PARJUV | #UCL #PSGvsJuventus #PSGJUV #Juventus #ChampionsLeague,Sports,happy,0.698627,0-1-1-1-0,Lisbon
resolvedAntelope6,Wimbeldon 2022,51.5072,-0.1276,10/30/2022 11:18,11/23/2022 6:32,#volunteering #Wimbledon #firstaid #healthcare #Wimbledon2022 #howmanyicecreamsaretoomany,Sports,happy,0.304085,12-12-0-0-0,London
mellowDoves9,Wimbeldon 2022 Final,51.5072,-0.1276,10/31/2022 11:18,11/24/2022 6:32,#Wimbledon #WimbledonFinal #Wimbledon2022 #Tennis #ATP #atptour #NickKyrgios #NovakDjokovicvsNickKyrgios #NovakDjokovic,Sports,happy,0.185393,12-12-0-0-0,London
resolvedAntelope6,Wimbeldon 2022,51.5072,-0.1276,11/1/2022 11:18,11/25/2022 6:32,#volunteering #Wimbledon #firstaid #healthcare #Wimbledon2022 #howmanyicecreamsaretoomany,Sports,happy,0.304085,12-12-0-0-0,London
mellowDoves9,Wimbeldon 2022 Final,51.5072,-0.1276,11/2/2022 11:18,11/26/2022 6:32,#Wimbledon #WimbledonFinal #Wimbledon2022 #Tennis #ATP #atptour #NickKyrgios #NovakDjokovicvsNickKyrgios #NovakDjokovic,Sports,happy,0.185393,12-12-0-0-0,London
resolvedAntelope6,Wimbeldon 2022,51.5072,-0.1276,11/3/2022 11:18,11/27/2022 6:32,#volunteering #Wimbledon #firstaid #healthcare #Wimbledon2022 #howmanyicecreamsaretoomany,Sports,happy,0.304085,12-12-0-0-0,London
mellowDoves9,Wimbeldon 2022 Final,51.5072,-0.1276,11/4/2022 11:18,11/28/2022 6:32,#Wimbledon #WimbledonFinal #Wimbledon2022 #Tennis #ATP #atptour #NickKyrgios #NovakDjokovicvsNickKyrgios #NovakDjokovic,Sports,happy,0.185393,12-12-0-0-0,London
resolvedAntelope6,Wimbeldon 2022,51.5072,-0.1276,11/5/2022 11:18,11/29/2022 6:32,#volunteering #Wimbledon #firstaid #healthcare #Wimbledon2022 #howmanyicecreamsaretoomany,Sports,happy,0.304085,12-12-0-0-0,London
mellowDoves9,Wimbeldon 2022 Final,51.5072,-0.1276,11/6/2022 11:18,11/30/2022 6:32,#Wimbledon #WimbledonFinal #Wimbledon2022 #Tennis #ATP #atptour #NickKyrgios #NovakDjokovicvsNickKyrgios #NovakDjokovic,Sports,happy,0.185393,12-12-0-0-0,London
resolvedAntelope6,Wimbeldon 2022,51.5072,-0.1276,11/7/2022 11:18,12/1/2022 6:32,#volunteering #Wimbledon #firstaid #healthcare #Wimbledon2022 #howmanyicecreamsaretoomany,Sports,happy,0.304085,12-12-0-0-0,London
mellowDoves9,Wimbeldon 2022 Final,51.5072,-0.1276,11/8/2022 11:18,12/2/2022 6:32,#Wimbledon #WimbledonFinal #Wimbledon2022 #Tennis #ATP #atptour #NickKyrgios #NovakDjokovicvsNickKyrgios #NovakDjokovic,Sports,happy,0.185393,12-12-0-0-0,London
resolvedAntelope6,Wimbeldon 2022,51.5072,-0.1276,11/9/2022 11:18,12/3/2022 6:32,#volunteering #Wimbledon #firstaid #healthcare #Wimbledon2022 #howmanyicecreamsaretoomany,Sports,happy,0.304085,12-12-0-0-0,London
mellowDoves9,Wimbeldon 2022 Final,51.5072,-0.1276,11/10/2022 11:18,12/4/2022 6:32,#Wimbledon #WimbledonFinal #Wimbledon2022 #Tennis #ATP #atptour #NickKyrgios #NovakDjokovicvsNickKyrgios #NovakDjokovic,Sports,happy,0.185393,12-12-0-0-0,London
resolvedAntelope6,Wimbeldon 2022,51.5072,-0.1276,11/11/2022 11:18,12/5/2022 6:32,#volunteering #Wimbledon #firstaid #healthcare #Wimbledon2022 #howmanyicecreamsaretoomany,Sports,happy,0.304085,12-12-0-0-0,London
mellowDoves9,Wimbeldon 2022 Final,51.5072,-0.1276,11/12/2022 11:18,12/6/2022 6:32,#Wimbledon #WimbledonFinal #Wimbledon2022 #Tennis #ATP #atptour #NickKyrgios #NovakDjokovicvsNickKyrgios #NovakDjokovic,Sports,happy,0.185393,12-12-0-0-0,London
resolvedAntelope6,Wimbeldon 2022,51.5072,-0.1276,11/13/2022 11:18,12/7/2022 6:32,#volunteering #Wimbledon #firstaid #healthcare #Wimbledon2022 #howmanyicecreamsaretoomany,Sports,happy,0.304085,12-12-0-0-0,London
mellowDoves9,Wimbeldon 2022 Final,51.5072,-0.1276,11/14/2022 11:18,12/8/2022 6:32,#Wimbledon #WimbledonFinal #Wimbledon2022 #Tennis #ATP #atptour #NickKyrgios #NovakDjokovicvsNickKyrgios #NovakDjokovic,Sports,happy,0.185393,12-12-0-0-0,London
resolvedAntelope6,Wimbeldon 2022,51.5072,-0.1276,11/15/2022 11:18,12/9/2022 6:32,#volunteering #Wimbledon #firstaid #healthcare #Wimbledon2022 #howmanyicecreamsaretoomany,Sports,happy,0.304085,12-12-0-0-0,London
mellowDoves9,Wimbeldon 2022 Final,51.5072,-0.1276,11/16/2022 11:18,12/10/2022 6:32,#Wimbledon #WimbledonFinal #Wimbledon2022 #Tennis #ATP #atptour #NickKyrgios #NovakDjokovicvsNickKyrgios #NovakDjokovic,Sports,happy,0.185393,12-12-0-0-0,London
resolvedAntelope6,Wimbeldon 2022,51.5072,-0.1276,11/16/2022 11:18,12/10/2022 6:32,#volunteering #Wimbledon #firstaid #healthcare #Wimbledon2022 #howmanyicecreamsaretoomany,Sports,happy,0.304085,12-12-0-0-0,London
mellowDoves9,Wimbeldon 2022 Final,51.5072,-0.1276,11/16/2022 11:18,12/10/2022 6:32,#Wimbledon #WimbledonFinal #Wimbledon2022 #Tennis #ATP #atptour #NickKyrgios #NovakDjokovicvsNickKyrgios #NovakDjokovic,Sports,happy,0.185393,12-12-0-0-0,London
resolvedAntelope6,Wimbeldon 2022,51.5072,-0.1276,11/16/2022 11:18,12/10/2022 6:32,#volunteering #Wimbledon #firstaid #healthcare #Wimbledon2022 #howmanyicecreamsaretoomany,Sports,happy,0.304085,12-12-0-0-0,London
mellowDoves9,Wimbeldon 2022 Final,51.5072,-0.1276,11/16/2022 11:18,12/10/2022 6:32,#Wimbledon #WimbledonFinal #Wimbledon2022 #Tennis #ATP #atptour #NickKyrgios #NovakDjokovicvsNickKyrgios #NovakDjokovic,Sports,happy,0.185393,12-12-0-0-0,London
resolvedAntelope6,Wimbeldon 2022,51.5072,-0.1276,11/16/2022 11:18,12/10/2022 6:32,#volunteering #Wimbledon #firstaid #healthcare #Wimbledon2022 #howmanyicecreamsaretoomany,Sports,happy,0.304085,12-12-0-0-0,London
mellowDoves9,Wimbeldon 2022 Final,51.5072,-0.1276,11/16/2022 11:18,12/10/2022 6:32,#Wimbledon #WimbledonFinal #Wimbledon2022 #Tennis #ATP #atptour #NickKyrgios #NovakDjokovicvsNickKyrgios #NovakDjokovic,Sports,happy,0.185393,0-1-0-1-0,London
eagerMallard9,Day of the Dead,34.0522,118.2437,10/24/2022 3:10,11/7/2022 5:25,#skeleton #ofrenda #catrinamakeup #lacatrina #adelosmuertos #m #halloweenmakeup #xico #diadelosmuertosmakeup #photooftheday #losangeles #a #cempasuchil #ademuertos #dayofthedeadart,Social Gathering,fear,0.648662,0-1-3-0-0,Los Angeles
pitifulOtter9,Traffic updates,34.0522,118.2437,10/22/2022 21:27,11/16/2022 3:12,#latraffic #losangeles #freeway #ladrivers #driving #losangelestraffic #la #latrafficsucks #follow #lalife #california #commute #cars #truck #socal #sanfranciscotraffic #traffic #backpackboyz #laattorney #losangeleslawyer #autoaccident #sflawyer #californiaautoaccident #autoaccidentattorney #trafficaccidents #californiaattorney #sanfranciscolawfirm #californiapersonalinjury #sflawfirm #sfattorney,Traffic,happy,0.295625,0-1-0-1-2,Los Angeles
blissfulChowder5,Weeknd Concert,34.0522,118.2437,10/29/2022 0:34,11/19/2022 12:46,#TheWeeknd #AfterHoursTilDawnTour #Abel #xo #XOTWOD #Weeknd,Concert,surprise,0.883315,1-0-1-0-0,Los Angeles
pitifulMagpie1,Mecca Madina,21.3891,39.8579,10/28/2022 9:17,11/6/2022 12:12,#makkah #mecca #baitullah #houseofallah,Public Holidays,happy,0.460913,0-1-3-2-0,Mecca
insecureDotterel1,Mecca Madina,21.3891,39.8579,10/25/2022 17:15,11/12/2022 0:10,#macca #JummaMubarak #ShutUpTanveerIlyas,Public Holidays,happy,0.940141,0-1-3-2-0,Mecca
pitifulMagpie1,FINA World Swimming Championships (25m),-37.8136,144.9631,10/21/2022 6:56,10/29/2022 2:35,#nadadoras #instaswim #quicklymallas #mallasquickly #swimstagram #look #swimmingpool #trajesdeba #fina #swimming #swim #swimmer #swim25m,Festivals,happy,0.897948,1-0-1-1-0,Melbourne
bubblyOryx4,FINA World Swimming Championships (25m),-37.8136,144.9631,10/24/2022 1:36,11/6/2022 13:45,#swimwear #fina #entrenamiento #cadda #mallasdeportivas #nadadora #mallasdenatacion #resistentesalcloro #resistentealcloro #entrenamiento #cadda #mallasdeportivas #nadadora #mallasdenatacion #resistentesalcloro #swim25m,Festivals,happy,0.652512,1-0-1-1-0,Melbourne
trustingMare3,FINA World Swimming Championships (25m),-37.8136,144.9631,10/23/2022 7:05,10/30/2022 21:20,#fina #swimming #swim #swimmer #o #swimmerslife #sport #iloveswimming #moda #swimwear #swimlife #waterpolo #tokyo #follow #fitness #swim25m,Festivals,happy,0.709254,1-0-1-1-0,Melbourne
gleefulCheetah2,Traffic,19.076,72.8777,10/22/2022 22:56,11/8/2022 11:10,#hwy401 #OPP #jeep #Traffic #RoadSafety #truckdriver #dashcam #trucking #Transportation #Speeding,Traffic,happy,0.350536,1-1-3-2-0,Mumbai
cruelPear2,Motor Traffic,19.076,72.8777,10/24/2022 18:27,11/2/2022 14:49,#Traffic#Bonkers@WelshGovernment@CarmsCouncil@NiaGriffithMP,Traffic,happy,0.145004,1-1-3-2-0,Mumbai
solemnBaboon2,I-395 Highway Traffic,19.076,72.8777,10/30/2022 1:26,11/9/2022 20:26,#traffic #vatraffic #dctraffic #395cam,Traffic,happy,0.327861,1-1-3-2-0,Mumbai
trustingGatorade6,traffic Jam...at Akurli Road,19.076,72.8777,10/24/2022 16:23,11/9/2022 4:34,#Traffic #TrafficAlert #TrafficUpdate #autorickshaw,Traffic,anger,0.662072,1-1-3-2-0,Mumbai
pitifulOtter9,Mumbai Traffic updates,19.076,72.8777,10/21/2022 21:25,11/5/2022 23:02,#monsoon #nature #india #rain #photography #naturephotography #monsoonseason #travel #rainyday #mumbai #instagram #maharashtra #love #instagood #ig #clouds #photooftheday #incredibleindia,Traffic,anger,0.598856,1-1-3-2-0,Mumbai
abjectViper6,Movie shoot,19.076,72.8777,10/30/2022 13:42,11/8/2022 15:46,#ps1 #shootdiaries #actor #sendhanamudhan #sendhan #horseriding,Meet,happy,0.096856,1-1-3-2-0,Mumbai
goofyVenison9,Movie,19.076,72.8777,10/31/2022 13:42,11/6/2022 4:21,#Pathaan #War,Meet,surprise,0.72856,1-1-3-2-0,Mumbai
insecureDotterel1,Mecca Madina,21.3891,39.8579,10/25/2022 17:15,11/12/2022 0:10,#macca #JummaMubarak #ShutUpTanveerIlyas,Public Holidays,happy,0.940141,0-1-3-2-0,Mecca
insecureDotterel1,Mecca Madina,21.3891,39.8579,10/25/2022 17:15,11/12/2022 0:10,#macca #JummaMubarak #ShutUpTanveerIlyas,Public Holidays,happy,0.940141,0-1-3-2-0,Mecca
insecureDotterel1,Mecca Madina,21.3891,39.8579,10/25/2022 17:15,11/12/2022 0:10,#macca #JummaMubarak #ShutUpTanveerIlyas,Public Holidays,happy,0.940141,0-1-3-2-0,Mecca
insecureDotterel1,Mecca Madina,21.3891,39.8579,10/25/2022 17:15,11/12/2022 0:10,#macca #JummaMubarak #ShutUpTanveerIlyas,Public Holidays,happy,0.940141,0-1-3-2-0,Mecca
jealousStork9,Tater Treat,48.1351,11.582,10/26/2022 17:15,11/13/2022 0:10,#Game #TATER #Discord #GiveAway #PlayToEarn #LovePotato #CryptoNews #Competition #Reward #Games #Prizes,Concert,happy,0.390428,1-2-2-0-0,Munich
needyDinosaur5,The Dark Side of the Void event,48.1351,11.582,10/27/2022 17:15,11/14/2022 0:10,#OutlandOdyssey #ProjectSEED #Gaming #Game #GameFi #NFT #RPG,Concert,surprise,0.316788,1-2-2-0-0,Munich
hushedChough4,PAXWest 2022,48.1351,11.582,10/28/2022 17:15,11/15/2022 0:10,#gamedev #indiegame #gaming #game #platformergame #indiedev #actiongame #fantasygame #PAXWest #events #gamingevents,Concert,happy,0.020396,1-2-2-0-0,Munich
selfishSmelt6,Polkacity Metaverse,48.1351,11.582,10/29/2022 17:15,11/16/2022 0:10,#metaverse #polc #NFT #Contest #game,Concert,happy,0.41962,1-2-2-0-0,Munich
gutturalTacos8,CVPR 2022,29.9511,-90.0715,10/30/2022 17:15,11/17/2022 0:10,#cvpr #computervision #AI #neworleans,Conference,happy,0.402026,0-1-0-0-0,New Orleans
humorousOcelot5,Christmas'22,41.49,71.3128,10/31/2022 17:15,11/18/2022 0:10,#xmas #merrychristmas #santa #christmasiscoming #christmasdecorations #gifts #weihnachten #christmastree #christmasdecor,Festivals,happy,0.031258,3-1-3-1-2,New Port
grumpyBoars7,Christmas'22,41.49,71.3128,11/1/2022 17:15,11/19/2022 0:10,#christmas #christmastree #christmasdecor #xmas #santa #christmasiscoming #christmasdecorations #santaclaus #december #noel #art#family #snow #photography,Festivals,joy,0.438377,3-1-3-1-2,New Port
humorousOcelot5,Christmas'22,41.49,71.3128,11/2/2022 17:15,11/20/2022 0:10,#xmas #merrychristmas #santa #christmasiscoming #christmasdecorations #gifts #weihnachten #christmastree #christmasdecor,Festivals,happy,0.031258,3-1-3-1-2,New Port
grumpyBoars7,Christmas'22,41.49,71.3128,11/3/2022 17:15,11/21/2022 0:10,#christmas #christmastree #christmasdecor #xmas #santa #christmasiscoming #christmasdecorations #santaclaus #december #noel #art#family #snow #photography,Festivals,joy,0.438377,3-1-3-1-2,New Port
humorousOcelot5,Christmas'22,41.49,71.3128,11/4/2022 17:15,11/22/2022 0:10,#xmas #merrychristmas #santa #christmasiscoming #christmasdecorations #gifts #weihnachten #christmastree #christmasdecor,Festivals,happy,0.031258,3-1-3-1-2,New Port
grumpyBoars7,Christmas'22,41.49,71.3128,11/5/2022 17:15,11/23/2022 0:10,#christmas #christmastree #christmasdecor #xmas #santa #christmasiscoming #christmasdecorations #santaclaus #december #noel #art#family #snow #photography,Festivals,joy,0.438377,3-1-3-1-2,New Port
humorousOcelot5,Christmas'22,41.49,71.3128,11/6/2022 17:15,11/24/2022 0:10,#xmas #merrychristmas #santa #christmasiscoming #christmasdecorations #gifts #weihnachten #christmastree #christmasdecor,Festivals,happy,0.031258,3-1-3-1-2,New Port
grumpyBoars7,Christmas'22,41.49,71.3128,11/7/2022 17:15,11/25/2022 0:10,#christmas #christmastree #christmasdecor #xmas #santa #christmasiscoming #christmasdecorations #santaclaus #december #noel #art#family #snow #photography,Festivals,joy,0.438377,3-1-3-1-2,New Port
humorousOcelot5,Christmas'22,41.49,71.3128,10/30/2022 13:07,10/30/2022 11:58,#xmas #merrychristmas #santa #christmasiscoming #christmasdecorations #gifts #weihnachten #christmastree #christmasdecor,Festivals,happy,0.031258,3-1-3-1-2,New Port
grumpyBoars7,Christmas'22,41.49,71.3128,10/31/2022 13:07,10/31/2022 11:58,#christmas #christmastree #christmasdecor #xmas #santa #christmasiscoming #christmasdecorations #santaclaus #december #noel #art#family #snow #photography,Festivals,joy,0.438377,3-1-3-1-2,New Port
worriedIguana1,Christmas'22,40.7128,74.006,11/1/2022 13:07,11/1/2022 11:58,#christmastree #christmasdecor #xmas #merrychristmas #christmasgifts #santa #christmasiscoming #christmasdecorations #holidays #family #snow #photography #Bali #Indonesia,Social Gathering,happy,0.203028,0-0-3-0-4,New York
jealousOcelot7,Christmas'22,40.7128,74.006,11/2/2022 13:07,11/2/2022 11:58,#xmas #merrychristmas #santaclaus #december #noel #art #family #snow #photography #gifts #weihnachten #Bali #Indonesia,Social Gathering,happy,0.833685,0-0-3-0-4,New York
trustingMare3,US Open,40.7128,-74.006,11/3/2022 13:07,11/3/2022 11:58,#nike #zverev #newyork #delpotro #goat #tennislover #andymurray #tsitsipas #nole #adidas #emmaraducanu #thiem #nolefam #medvedev #fitness,Sports,happy,0.476182,0-0-3-0-4,New York
ferventPlover8,US Open,40.7128,-74.006,11/4/2022 13:07,11/4/2022 11:58,#nike #adidas #tennismatch #tennistime #tennispro #tennisplayers #usa #rafanadal #serenawilliams #golf #djokernole #daviscup #tennistv #kyrgios #zverev #newyork,Sports,happy,0.9256,0-0-3-0-4,New York
sheepishBagels1,US Open,40.7128,-74.006,11/5/2022 13:07,11/5/2022 11:58,#tennismatch #tennistime #wilson #babolat #tennisgirl #tenniscoach #tennispro #tennisplayers #usa #rafanadal #serenawilliams #golf #djokernole #daviscup #tennistv #kyrgios,Sports,happy,0.323498,0-0-3-0-4,New York
ferventPlover8,US Open,40.7128,-74.006,11/6/2022 13:07,11/6/2022 11:58,#nike #adidas #tennismatch #tennistime #tennispro #tennisplayers #usa #rafanadal #serenawilliams #golf #djokernole #daviscup #tennistv #kyrgios #zverev #newyork,Sports,happy,0.9256,0-0-3-0-4,New York
sheepishBagels1,US Open,40.7128,-74.006,11/7/2022 13:07,11/7/2022 11:58,#tennismatch #tennistime #wilson #babolat #tennisgirl #tenniscoach #tennispro #tennisplayers #usa #rafanadal #serenawilliams #golf #djokernole #daviscup #tennistv #kyrgios,Sports,happy,0.323498,0-0-3-0-4,New York
solidOryx5,Thanks Giving 2022,34.6937,135.502,11/8/2022 13:07,11/8/2022 11:58,#thanksgiving #pumpkinpie #happythanksgivng #thanksgivingdinner #stuffing #thanksgiving2022,Social Gathering,joy,0.658477,1-0-3-0-0,Osaka
abjectMackerel6,Thanks Giving 2022,34.6937,135.502,11/9/2022 13:07,11/9/2022 11:58,#thanksgivingdinner #stuffing #thanksgiving2022 #thanksgivingweekend #thanksgivingbreak #thanksgivingeve #thanksgivingdecor,Social Gathering,happy,0.040493,1-0-3-0-0,Osaka
